,ip,type,subtype
7507,175.61.101.54,External,External
7508,80.119.119.149,External,External
7509,179.194.31.105,External,External
7510,58.41.25.25,External,External
7511,29.211.102.35,External,External
7512,230.1.0.5,Multicast,Multicast
7513,164.69.224.51,External,External
7514,214.89.12.87,External,External
7515,19.33.39.139,External,External
7516,41.173.81.44,External,External
7517,58.0.103.58,External,External
7518,58.85.89.123,External,External
7519,114.177.122.113,External,External
7520,23.248.185.170,External,External
7521,19.32.187.17,External,External
7522,149.204.181.51,External,External
7523,10.177.88.3,Internal,Class A
7524,23.167.194.234,External,External
7525,58.168.138.145,External,External
7526,58.113.64.162,External,External
7527,94.221.18.62,External,External
7528,10.200.105.130,Internal,Class A
7529,40.225.116.11,External,External
7530,68.239.224.112,External,External
7531,53.67.201.35,External,External
7532,29.79.68.94,External,External
7533,40.202.207.118,External,External
7534,215.118.7.78,External,External
7535,60.192.49.51,External,External
7536,23.248.187.204,External,External
7537,10.97.237.45,Internal,Class A
7538,179.194.131.59,External,External
7539,178.217.12.196,External,External
7540,23.57.10.8,External,External
7541,222.58.219.232,External,External
7542,213.198.113.68,External,External
7543,58.33.137.40,External,External
7544,23.252.60.154,External,External
7545,41.186.236.204,External,External
7546,68.6.232.120,External,External
7547,29.32.80.185,External,External
7548,114.177.15.102,External,External
7549,23.188.163.149,External,External
7550,198.184.68.191,External,External
7551,58.129.70.11,External,External
7552,110.154.165.6,External,External
7553,74.71.209.102,External,External
7554,178.64.100.3,External,External
7555,168.248.19.151,External,External
7556,23.248.185.109,External,External
7557,110.199.64.136,External,External
7558,37.222.73.183,External,External
7559,199.110.128.215,External,External
7560,58.44.147.245,External,External
7561,58.4.122.125,External,External
7562,40.225.126.138,External,External
7563,178.217.7.163,External,External
7564,10.10.27.92,Internal,Class A
7565,214.100.17.172,External,External
7566,29.196.71.176,External,External
7567,222.58.198.118,External,External
7568,168.248.19.147,External,External
7569,10.200.105.12,Internal,Class A
7570,58.218.144.42,External,External
7571,51.40.183.1,External,External
7572,21.72.236.24,External,External
7573,105.84.120.200,External,External
7574,198.184.68.157,External,External
7575,91.114.159.93,External,External
7576,95.145.79.217,External,External
7577,178.217.7.6,External,External
7578,29.43.21.141,External,External
7579,145.178.81.9,External,External
7580,23.248.144.152,External,External
7581,23.252.12.24,External,External
7582,146.177.18.16,External,External
7583,60.192.48.169,External,External
7584,80.125.138.95,External,External
7585,114.177.122.102,External,External
7586,60.37.115.103,External,External
7587,110.17.140.12,External,External
7588,40.255.138.125,External,External
7589,178.82.206.17,External,External
7590,37.13.71.34,External,External
7591,157.101.18.133,External,External
7592,210.154.111.122,External,External
7593,58.20.210.122,External,External
7594,23.242.28.97,External,External
7595,178.217.6.193,External,External
7596,29.199.200.14,External,External
7597,58.193.164.169,External,External
7598,11.45.58.61,External,External
7599,29.218.134.114,External,External
7600,29.36.88.71,External,External
7601,113.21.46.133,External,External
7602,29.15.14.49,External,External
7603,29.79.14.3,External,External
7604,70.233.185.139,External,External
7605,191.52.27.252,External,External
7606,110.95.238.128,External,External
7607,29.207.52.133,External,External
7608,29.211.101.71,External,External
7609,29.211.101.47,External,External
7610,43.252.172.53,External,External
7611,41.190.70.47,External,External
7612,60.86.210.117,External,External
7613,56.17.228.249,External,External
7614,41.168.151.91,External,External
7615,74.67.180.251,External,External
7616,60.152.87.130,External,External
7617,178.217.16.142,External,External
7618,178.64.161.38,External,External
7619,198.0.72.20,External,External
7620,178.217.13.115,External,External
7621,19.81.245.235,External,External
7622,165.127.187.227,External,External
7623,19.111.41.39,External,External
7624,157.101.2.202,External,External
7625,214.100.17.184,External,External
7626,29.3.13.89,External,External
7627,23.252.60.133,External,External
7628,150.76.83.254,External,External
7629,58.222.239.28,External,External
7630,19.68.165.64,External,External
7631,73.217.81.52,External,External
7632,60.164.46.238,External,External
7633,215.85.144.155,External,External
7634,29.211.100.128,External,External
7635,60.88.247.105,External,External
7636,210.11.110.61,External,External
7637,40.225.160.163,External,External
7638,110.17.89.109,External,External
7639,75.56.15.50,External,External
7640,204.133.170.150,External,External
7641,110.17.252.123,External,External
7642,168.125.34.6,External,External
7643,58.216.170.173,External,External
7644,30.90.34.3,External,External
7645,19.35.198.42,External,External
7646,46.122.44.183,External,External
7647,58.216.132.157,External,External
7648,110.117.5.215,External,External
7649,58.216.132.77,External,External
7650,222.58.206.54,External,External
7651,19.73.143.154,External,External
7652,157.101.12.134,External,External
7653,110.25.41.116,External,External
7654,60.192.48.198,External,External
7655,58.85.89.122,External,External
7656,23.56.138.12,External,External
7657,157.101.1.224,External,External
7658,152.20.77.29,External,External
7659,58.216.96.237,External,External
7660,74.67.178.230,External,External
7661,94.221.155.114,External,External
7662,204.148.27.134,External,External
7663,80.125.206.109,External,External
7664,10.0.0.117,Internal,Class A
7665,37.186.231.25,External,External
7666,14.253.141.248,External,External
7667,41.190.166.46,External,External
7668,172.31.110.255,Internal,Class B
7669,58.94.229.212,External,External
7670,205.117.103.59,External,External
7671,24.195.155.181,External,External
7672,58.202.45.226,External,External
7673,110.47.0.28,External,External
7674,10.99.210.93,Internal,Class A
7675,29.44.101.35,External,External
7676,222.58.206.19,External,External
7677,29.44.251.120,External,External
7678,23.248.131.237,External,External
7679,29.211.100.234,External,External
7680,60.164.11.130,External,External
7681,191.119.173.36,External,External
7682,14.252.8.254,External,External
7683,137.253.33.203,External,External
7684,58.45.104.255,Broadcast address,Broadcast address
7685,58.206.145.167,External,External
7686,194.125.82.57,External,External
7687,19.35.198.23,External,External
7688,110.76.109.16,External,External
7689,10.0.0.155,Internal,Class A
7690,110.83.39.183,External,External
7691,110.16.5.248,External,External
7692,58.203.110.121,External,External
7693,10.196.168.87,Internal,Class A
7694,170.39.40.253,External,External
7695,194.166.135.240,External,External
7696,10.196.24.5,Internal,Class A
7697,60.192.48.26,External,External
7698,41.160.25.5,External,External
7699,10.200.47.255,Internal,Class A
7700,213.244.121.65,External,External
7701,14.253.154.104,External,External
7702,222.58.207.36,External,External
7703,60.230.51.254,External,External
7704,155.126.73.3,External,External
7705,58.207.54.119,External,External
7706,80.125.138.138,External,External
7707,74.67.178.243,External,External
7708,218.32.252.66,External,External
7709,178.217.6.227,External,External
7710,102.45.33.106,External,External
7711,14.43.72.97,External,External
7712,23.252.12.29,External,External
7713,29.63.227.152,External,External
7714,94.221.48.19,External,External
7715,110.17.31.92,External,External
7716,40.237.179.61,External,External
7717,110.16.173.100,External,External
7718,40.232.144.30,External,External
7719,58.22.72.157,External,External
7720,60.154.196.216,External,External
7721,110.117.27.136,External,External
7722,58.85.89.13,External,External
7723,23.248.145.239,External,External
7724,178.217.9.243,External,External
7725,190.72.32.139,External,External
7726,58.209.249.216,External,External
7727,213.244.67.98,External,External
7728,51.60.75.108,External,External
7729,29.3.13.155,External,External
7730,10.200.205.25,Internal,Class A
7731,58.85.89.85,External,External
7732,58.38.167.67,External,External
7733,40.197.20.226,External,External
7734,178.217.10.40,External,External
7735,29.203.89.236,External,External
7736,222.58.210.54,External,External
7737,191.63.145.1,External,External
7738,19.35.198.90,External,External
7739,29.45.39.33,External,External
7740,23.33.9.65,External,External
7741,70.233.177.91,External,External
7742,29.62.150.211,External,External
7743,40.199.38.107,External,External
7744,70.233.176.155,External,External
7745,44.97.108.20,External,External
7746,60.171.229.6,External,External
7747,72.117.28.68,External,External
7748,60.239.33.144,External,External
7749,209.205.128.130,External,External
7750,40.239.204.118,External,External
7751,24.215.199.18,External,External
7752,19.35.198.97,External,External
7753,24.235.66.136,External,External
7754,94.221.17.39,External,External
7755,23.248.144.184,External,External
7756,179.241.254.14,External,External
7757,29.215.130.203,External,External
7758,40.197.186.26,External,External
7759,58.216.1.51,External,External
7760,53.254.51.125,External,External
7761,80.121.142.178,External,External
7762,219.227.139.36,External,External
7763,60.192.48.254,External,External
7764,29.44.168.12,External,External
7765,10.81.15.36,Internal,Class A
7766,19.32.123.117,External,External
7767,58.87.143.49,External,External
7768,215.15.36.32,External,External
7769,23.188.130.17,External,External
7770,71.52.1.20,External,External
7771,40.248.169.61,External,External
7772,178.217.10.227,External,External
7773,23.248.145.148,External,External
7774,179.194.185.138,External,External
7775,10.26.245.102,Internal,Class A
7776,40.215.70.100,External,External
7777,29.3.96.8,External,External
7778,29.211.100.116,External,External
7779,58.96.36.136,External,External
7780,41.168.41.214,External,External
7781,110.244.42.130,External,External
7782,14.253.141.121,External,External
7783,41.185.98.236,External,External
7784,110.18.229.31,External,External
7785,69.148.46.108,External,External
7786,40.195.176.188,External,External
7787,41.196.63.76,External,External
7788,110.17.115.180,External,External
7789,60.192.48.22,External,External
7790,29.3.13.26,External,External
7791,80.125.71.95,External,External
7792,60.39.59.118,External,External
7793,41.193.232.176,External,External
7794,40.234.39.60,External,External
7795,70.233.184.95,External,External
7796,58.54.224.162,External,External
7797,40.239.76.169,External,External
7798,11.45.59.198,External,External
7799,83.238.185.51,External,External
